,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,numberchildren,remotework
557,48,Yes,non-travel,1334.67,sales,9,3,,1,558,3,M,,1,4,sales executive,3,married,,28028.0,7,No,11,,3,full time,0,25.0,3,1.0,23,,14,10,,1976,129360.0,sales executive  -  sales,,True
558,42,Yes,non-travel,556.26,,1,2,,1,559,2,F,,3,2,sales executive,4,,4492.84,11681.39,8,Yes,11,3.0,1,part time,0,8.0,0,1.0,6,,0,5,4492.84,1982,53914.11,,,True
559,36,No,travel_rarely,290.04,research & development,16,3,medical,1,560,1,M,36.25443871706758,4,1,laboratory technician,2,married,,6090.75,0,,13,3.0,3,part time,1,6.0,5,3.0,5,,0,3,,1988,28111.13,laboratory technician  -  research & development,,True
560,30,No,travel_rarely,290.04,,2,3,life sciences,1,561,3,M,36.25443871706758,3,1,research scientist,2,married,2342.59,6090.75,0,No,23,4.0,4,part time,1,,3,3.0,5,,0,4,2342.59,1994,28111.13,,,False
561,33,No,travel_rarely,556.26,,1,3,life sciences,1,562,2,M,,3,2,research scientist,2,,4492.84,11681.39,1,No,17,3.0,2,part time,2,10.0,3,3.0,10,,0,9,4492.84,1991,53914.11,,,False
562,36,No,travel_rarely,290.04,,1,3,medical,1,563,2,M,36.25443871706758,2,1,research scientist,3,single,2342.59,6090.75,1,No,18,3.0,1,part time,0,6.0,3,3.0,6,,0,4,2342.59,1988,28111.13,,,False
563,57,No,non-travel,1032.49,,13,3,,1,564,4,M,,1,3,manufacturing director,4,,8339.32,21682.23,4,No,11,3.0,1,full time,0,37.0,3,2.0,6,,0,2,8339.32,1967,,,,False
564,29,No,non-travel,435.5,,4,3,medical,1,565,2,M,,3,2,sales executive,3,,,9145.5,1,,15,3.0,2,part time,0,5.0,3,4.0,5,,0,4,,1995,42210.0,,,True
565,26,Yes,travel_rarely,556.26,,5,3,,1,566,3,M,,2,2,sales executive,3,single,4492.84,11681.39,1,Yes,11,3.0,4,full time,0,,1,3.0,6,,0,3,4492.84,1998,,,,True
566,57,Yes,non-travel,512.06,,14,4,life sciences,1,567,2,F,,3,1,research scientist,2,,,10753.17,9,,18,3.0,1,full time,3,7.0,2,3.0,5,,4,3,,1967,49630.0,,,True
567,27,No,non-travel,290.04,research & development,6,3,,1,568,3,F,,2,1,research scientist,2,married,,6090.75,1,,19,3.0,3,part time,0,5.0,3,2.0,5,,4,3,,1997,28111.13,research scientist  -  research & development,,False
568,33,Yes,non-travel,433.33,,9,3,medical,1,569,1,F,,3,1,laboratory technician,1,,3500.0,9100.0,7,No,22,4.0,1,full time,0,,2,4.0,5,,0,4,3500.0,1991,,,,False
569,31,No,travel_rarely,290.04,,18,3,life sciences,1,570,1,F,,3,1,research scientist,3,single,2342.59,6090.75,1,No,14,3.0,3,part time,0,,4,2.0,5,,0,4,2342.59,1993,28111.13,,,True
570,51,No,travel_rarely,1973.98,,11,3,,1,571,3,F,,3,5,manager,2,,15943.72,41453.67,3,,15,3.0,2,full time,0,,5,3.0,5,,4,4,15943.72,1973,,,,True
571,33,No,non-travel,290.04,,6,5,life sciences,1,572,3,M,,3,1,research scientist,3,,2342.59,6090.75,3,No,20,4.0,1,part time,0,8.0,2,,5,,1,4,2342.59,1991,28111.13,,,False
572,46,No,travel_rarely,516.49,,4,2,,1,573,3,F,,3,2,sales executive,1,,4171.67,10846.33,4,,11,3.0,1,full time,1,9.0,3,4.0,5,,0,3,4171.67,1978,,,,True
573,44,No,non-travel,290.04,,7,3,,1,574,4,M,36.25443871706758,4,1,research scientist,4,divorced,2342.59,6090.75,4,No,14,3.0,4,part time,3,7.0,3,4.0,5,,2,2,2342.59,1980,28111.13,,,True
574,30,Yes,non-travel,788.15,,27,3,marketing,1,575,2,F,,3,3,sales executive,4,married,,16551.17,1,,22,4.0,4,part time,3,10.0,3,2.0,10,,1,9,,1994,76390.0,,,True
575,32,No,non-travel,556.26,research & development,1,4,medical,1,576,3,M,,1,2,manufacturing director,3,,,11681.39,0,,12,3.0,4,part time,1,6.0,2,3.0,5,,1,4,,1992,53914.11,manufacturing director  -  research & development,,True
576,34,Yes,non-travel,290.04,,14,3,,1,577,3,M,,3,1,laboratory technician,4,married,2342.59,6090.75,5,Yes,13,3.0,3,full time,1,8.0,2,1.0,5,,0,4,2342.59,1990,,,,False
577,32,Yes,non-travel,290.04,,29,2,,1,578,3,M,,2,1,laboratory technician,2,,2342.59,6090.75,0,No,11,3.0,2,part time,0,,2,4.0,5,,1,4,2342.59,1992,28111.13,,,True
578,38,No,non-travel,670.84,,6,4,,1,579,3,M,,3,2,sales executive,4,,5418.33,14087.67,4,No,14,3.0,2,full time,1,,5,4.0,5,,0,1,5418.33,1986,,,,False
579,51,No,non-travel,1973.98,research & development,4,1,,1,580,1,M,,3,5,research director,2,divorced,15943.72,41453.67,3,No,14,3.0,1,full time,2,28.0,4,2.0,10,,1,6,15943.72,1973,,research director  -  research & development,,False
580,43,No,travel_frequently,1395.44,,26,3,,1,581,3,F,,3,4,sales executive,2,married,,29304.17,5,,14,3.0,4,full time,1,,2,,20,,4,8,,1981,135250.0,,,True
581,28,No,non-travel,556.26,,2,3,,1,582,4,M,,3,2,sales executive,3,,4492.84,11681.39,1,Yes,11,3.0,1,full time,0,5.0,3,3.0,5,,0,4,4492.84,1996,,,,False
582,28,No,non-travel,655.06,,1,1,marketing,1,583,3,M,,3,2,sales executive,2,,5290.83,13756.17,0,Yes,13,3.0,4,full time,1,,0,,5,,1,4,5290.83,1996,,,,True
583,42,No,travel_rarely,556.26,,6,3,,1,584,4,M,,2,2,manufacturing director,2,single,4492.84,11681.39,6,Yes,15,3.0,4,part time,0,,3,3.0,5,,1,2,4492.84,1982,53914.11,,,True
584,38,No,travel_rarely,290.04,,10,3,medical,1,585,3,F,36.25443871706758,3,1,laboratory technician,1,,2342.59,6090.75,6,No,20,4.0,2,part time,1,,3,3.0,5,4.0,0,3,2342.59,1986,28111.13,,,True
585,41,Yes,non-travel,658.25,,22,2,,1,586,2,M,,2,2,sales executive,3,,,13823.33,2,Yes,12,3.0,1,full time,2,8.0,6,3.0,6,,1,0,,1983,63800.0,,,False
586,56,No,non-travel,1582.77,,2,3,,1,587,3,F,197.8464183087028,3,4,manager,4,single,12783.92,33238.2,2,Yes,13,3.0,3,full time,0,,2,3.0,5,,1,2,12783.92,1968,153407.07,,,False
587,27,Yes,travel_frequently,320.05,,3,1,,1,588,3,M,,3,1,research scientist,1,,,6721.0,0,,22,4.0,3,full time,0,,2,3.0,6,,0,4,,1997,31020.0,,,False
588,41,No,travel_rarely,556.26,,2,2,marketing,1,589,4,F,,3,2,sales executive,2,divorced,4492.84,11681.39,7,,12,3.0,3,part time,2,,5,3.0,5,,1,3,4492.84,1983,53914.11,,,False
589,26,No,non-travel,556.26,sales,4,2,,1,590,2,F,,2,2,sales executive,4,single,,11681.39,1,Yes,11,3.0,2,part time,0,5.0,3,3.0,5,,1,3,,1998,53914.11,sales executive  -  sales,,False
590,31,No,non-travel,556.26,,12,3,,1,591,2,F,,3,2,sales executive,3,single,,11681.39,0,No,11,,2,part time,0,,6,3.0,5,,4,4,,1993,53914.11,,,True
591,53,No,travel_rarely,1032.49,,32,3,,1,592,4,M,129.06091077207583,2,3,manufacturing director,3,married,,21682.23,2,,14,,3,part time,0,,4,3.0,5,,0,4,,1971,100071.84,,,True
592,43,No,travel_frequently,470.06,,12,2,,1,593,1,F,,3,2,research scientist,3,,3796.67,9871.33,2,No,11,3.0,2,part time,1,19.0,3,3.0,5,,0,2,3796.67,1981,45560.0,,,True
593,31,No,travel_rarely,556.26,,2,3,life sciences,1,594,3,F,,1,2,manufacturing director,4,,4492.84,11681.39,2,No,20,4.0,3,full time,0,11.0,2,3.0,5,,0,2,4492.84,1993,,,,False
594,36,No,travel_rarely,436.43,,22,3,life sciences,1,595,4,M,54.55357142857143,1,1,laboratory technician,3,single,3525.0,9165.0,0,No,15,3.0,3,full time,0,,2,3.0,5,,4,3,3525.0,1988,42300.0,,,True
595,32,No,travel_rarely,1032.49,,7,3,,1,596,3,M,129.06091077207583,2,3,manager,4,divorced,,21682.23,9,,21,4.0,3,part time,1,10.0,3,2.0,5,,0,1,,1992,100071.84,,,True
596,36,No,travel_rarely,501.33,sales,1,3,,1,597,1,F,,3,2,sales executive,3,single,,10527.83,1,,16,3.0,4,part time,0,5.0,3,3.0,5,,0,3,,1988,48590.0,sales executive  -  sales,,False
597,26,No,non-travel,290.04,,13,1,,1,598,2,M,,3,1,sales representative,3,,2342.59,6090.75,1,,11,3.0,3,full time,0,7.0,1,3.0,7,,0,6,2342.59,1998,28111.13,,,True
598,33,No,travel_rarely,652.27,,9,4,,1,599,1,F,81.53373015873017,3,2,research scientist,4,married,,13697.67,1,,12,3.0,4,full time,1,6.0,2,,6,,0,5,,1991,63220.0,,,True
599,48,Yes,non-travel,556.26,,27,2,life sciences,1,600,2,F,69.53208262471655,4,2,sales executive,3,,4492.84,11681.39,4,Yes,12,3.0,4,part time,0,8.0,2,3.0,5,,1,3,4492.84,1976,53914.11,,,False
600,31,No,travel_frequently,290.04,,5,4,life sciences,1,601,2,M,36.25443871706758,2,1,research scientist,4,divorced,,6090.75,9,No,12,3.0,2,part time,1,10.0,3,2.0,5,,0,3,,1993,28111.13,,,True
601,46,No,non-travel,1110.26,,9,3,marketing,1,602,4,M,,3,3,sales executive,1,divorced,8967.5,23315.5,4,Yes,12,3.0,3,full time,1,18.0,2,3.0,5,,0,2,8967.5,1978,107610.0,,,False
602,37,No,travel_rarely,290.04,,8,3,life sciences,1,603,1,M,,2,1,human resources,1,,2342.59,6090.75,0,,21,4.0,3,full time,0,,3,3.0,5,,0,3,2342.59,1987,,,,False
603,32,No,non-travel,290.04,,11,4,,1,604,4,M,,3,1,research scientist,4,,2342.59,6090.75,3,,19,3.0,2,part time,1,,2,3.0,6,,0,2,2342.59,1992,28111.13,,,True
604,38,No,travel_frequently,306.74,,21,2,medical,1,605,3,F,,3,1,sales representative,4,married,,6441.5,5,,15,3.0,2,full time,1,,3,3.0,5,4.0,0,0,,1986,29730.0,,,False
605,40,No,travel_rarely,536.92,,2,3,life sciences,1,606,4,F,,2,2,human resources,4,,4336.67,11275.33,8,No,11,3.0,3,part time,2,13.0,2,3.0,5,,0,4,4336.67,1984,52040.0,,,False
606,43,No,non-travel,556.26,,14,2,,1,607,3,F,69.53208262471655,2,2,sales executive,3,,4492.84,11681.39,7,,17,3.0,1,part time,0,,6,3.0,5,,0,3,4492.84,1981,53914.11,,,False
607,31,No,travel_rarely,1032.49,,8,2,,1,608,3,M,129.06091077207583,3,3,sales executive,3,,8339.32,21682.23,5,No,11,3.0,1,part time,1,,2,4.0,8,,7,7,8339.32,1993,100071.84,,,True
608,51,No,non-travel,1795.13,,1,2,medical,1,609,4,M,,3,4,research director,4,divorced,14499.17,37697.83,9,No,22,,3,full time,1,32.0,1,2.0,5,,1,3,14499.17,1973,173990.0,,,False
609,60,No,travel_rarely,1032.49,sales,1,2,,1,610,2,M,,3,3,manager,4,,8339.32,21682.23,3,Yes,14,3.0,3,full time,1,14.0,1,1.0,6,,0,4,8339.32,1964,,manager  -  sales,,True
610,55,No,non-travel,1032.49,,2,4,life sciences,1,611,3,F,,2,3,sales executive,3,married,8339.32,21682.23,6,No,11,3.0,2,part time,1,13.0,4,3.0,9,,7,0,8339.32,1969,100071.84,,,True
611,57,No,non-travel,290.04,,9,3,medical,1,612,1,F,36.25443871706758,3,1,research scientist,3,married,,6090.75,2,No,19,3.0,2,part time,1,18.0,4,3.0,5,,0,3,,1967,28111.13,,,True
612,49,No,non-travel,1742.1,,1,4,,1,613,1,M,217.76289682539684,4,4,manager,4,single,,36584.17,2,No,22,,3,full time,0,,3,2.0,5,,2,1,,1975,168850.0,,,False
613,40,No,non-travel,556.26,research & development,9,3,life sciences,1,614,3,M,,3,2,laboratory technician,2,single,4492.84,11681.39,9,No,15,3.0,3,part time,0,9.0,2,2.0,5,,0,3,4492.84,1984,53914.11,laboratory technician  -  research & development,,True
614,36,No,travel_rarely,446.02,,8,4,technical degree,1,615,3,M,,3,1,human resources,3,,,9366.5,1,No,17,3.0,2,full time,0,6.0,2,1.0,5,,1,4,,1988,43230.0,,,False
615,43,No,travel_rarely,531.87,sales,4,4,marketing,1,616,2,M,,3,2,sales executive,1,single,4295.83,11169.17,7,No,13,3.0,4,full time,0,,3,,6,,1,5,4295.83,1981,51550.0,sales executive  -  sales,,False
616,45,Yes,non-travel,302.92,,10,4,,1,617,3,M,,3,1,research scientist,3,single,,6361.33,1,Yes,11,3.0,3,full time,0,6.0,4,3.0,6,,0,2,,1979,29360.0,,,True
617,30,No,travel_rarely,290.04,,15,1,,1,618,2,F,36.25443871706758,1,1,research scientist,4,married,,6090.75,0,Yes,18,,1,part time,1,6.0,2,2.0,5,,1,3,,1994,28111.13,,,True
618,34,No,non-travel,290.04,,2,3,human resources,1,619,2,M,,3,1,human resources,3,,2342.59,6090.75,1,No,13,3.0,4,full time,1,5.0,2,3.0,5,,1,4,2342.59,1990,,,,True
619,55,No,travel_frequently,1032.49,,1,4,,1,620,4,F,,3,3,manufacturing director,3,,8339.32,21682.23,7,No,17,3.0,1,part time,1,33.0,2,1.0,5,,1,4,8339.32,1969,100071.84,,,False
620,47,No,non-travel,1938.55,sales,4,2,,1,621,4,F,,2,5,manager,2,married,15657.5,40709.5,2,,14,3.0,3,full time,1,,2,3.0,11,,0,8,15657.5,1977,187890.0,manager  -  sales,,False
621,31,No,non-travel,556.26,,9,2,medical,1,622,3,F,,3,2,manufacturing director,3,single,4492.84,11681.39,7,Yes,18,,3,part time,0,10.0,3,3.0,8,4.0,1,7,4492.84,1993,53914.11,,,True
622,33,Yes,travel_rarely,503.8,,7,2,life sciences,1,623,4,M,,3,2,laboratory technician,3,,4069.17,10579.83,1,,18,3.0,1,part time,1,,3,3.0,10,,1,1,4069.17,1991,48830.0,,,True
623,41,Yes,non-travel,1032.49,,25,4,,1,624,4,M,129.06091077207583,2,3,sales executive,2,single,,21682.23,2,Yes,12,3.0,3,part time,0,9.0,2,3.0,5,,1,0,,1983,100071.84,,,False
624,35,No,non-travel,209.34,,26,1,,1,625,1,F,,2,1,research scientist,3,divorced,,4396.17,1,No,20,4.0,3,part time,3,5.0,2,3.0,5,,0,0,,1989,20290.0,,,False
625,40,No,travel_rarely,556.26,sales,21,4,,1,626,1,M,,2,2,sales executive,4,married,,11681.39,3,,12,3.0,4,part time,2,8.0,2,4.0,5,,1,4,,1984,53914.11,sales executive  -  sales,,False
626,38,No,non-travel,309.11,,4,1,,1,627,3,M,,3,1,research scientist,3,married,2496.67,6491.33,7,Yes,15,3.0,4,full time,0,8.0,2,3.0,6,,1,3,2496.67,1986,29960.0,,,False
627,34,No,non-travel,556.26,sales,41,1,life sciences,1,628,4,M,,3,2,sales executive,4,marreid,4492.84,11681.39,6,,13,3.0,1,part time,0,8.0,2,4.0,5,,1,2,4492.84,1990,53914.11,sales executive  -  sales,,True
628,40,No,non-travel,1032.49,research & development,25,2,,1,629,3,M,129.06091077207583,3,3,healthcare representative,3,,8339.32,21682.23,3,No,21,4.0,2,part time,1,13.0,2,3.0,6,,0,5,8339.32,1984,100071.84,healthcare representative  -  research & development,,True
629,53,No,travel_rarely,290.04,,8,4,other,1,630,3,F,,3,1,laboratory technician,1,married,,6090.75,9,No,13,,3,part time,0,12.0,2,1.0,5,,0,4,,1971,28111.13,,,True
630,37,No,non-travel,957.25,,3,4,,1,631,1,F,,3,2,sales executive,2,single,7731.67,20102.33,3,Yes,16,3.0,4,full time,0,15.0,3,3.0,5,,0,1,7731.67,1987,92780.0,,,True
631,37,No,non-travel,556.26,,47,4,life sciences,1,632,4,M,69.53208262471655,2,2,laboratory technician,4,single,4492.84,11681.39,1,,16,3.0,3,part time,0,10.0,2,2.0,10,,1,8,4492.84,1987,53914.11,,,True
632,25,No,travel_rarely,429.41,,4,1,,1,633,4,F,,3,2,sales executive,3,married,3468.33,9017.67,1,Yes,12,3.0,3,full time,2,,3,3.0,5,,0,3,3468.33,1999,,,,True
633,35,No,travel_rarely,290.04,,1,3,life sciences,1,634,4,F,36.25443871706758,2,1,laboratory technician,2,,,6090.75,5,No,17,3.0,1,part time,1,7.0,2,2.0,5,,0,2,,1989,28111.13,,,True
634,29,No,non-travel,556.26,sales,5,3,,1,635,4,M,,3,2,sales executive,1,single,4492.84,11681.39,0,,18,3.0,4,part time,0,,4,3.0,5,,1,3,4492.84,1995,53914.11,sales executive  -  sales,,True
635,34,No,travel_rarely,290.04,research & development,4,4,medical,1,636,1,F,,2,1,laboratory technician,2,,2342.59,6090.75,8,No,11,3.0,4,part time,0,8.0,5,3.0,5,,0,2,2342.59,1990,28111.13,laboratory technician  -  research & development,,True
636,48,No,travel_rarely,556.26,,14,3,medical,1,637,3,F,,3,2,sales executive,3,married,4492.84,11681.39,3,,17,3.0,3,part time,1,,4,2.0,5,,1,2,4492.84,1976,53914.11,,,False
637,41,Yes,non-travel,290.04,,9,4,life sciences,1,638,4,M,36.25443871706758,3,1,laboratory technician,1,single,2342.59,6090.75,3,,14,3.0,2,part time,0,15.0,3,1.0,5,,1,0,2342.59,1983,28111.13,,,False
638,46,No,travel_rarely,290.04,,49,3,technical degree,1,639,4,M,,3,1,research scientist,4,marreid,2342.59,6090.75,4,No,20,4.0,4,part time,1,,3,3.0,5,,0,3,2342.59,1978,28111.13,,,True
639,41,No,travel_rarely,556.26,,9,2,,1,640,1,M,69.53208262471655,3,2,sales executive,1,,,11681.39,0,,12,3.0,4,part time,0,,5,4.0,8,,7,1,,1983,53914.11,,,False
640,30,No,non-travel,913.4,,2,1,life sciences,1,641,1,M,,3,2,healthcare representative,4,,7377.5,19181.5,1,,19,3.0,4,full time,1,6.0,0,4.0,6,,1,3,7377.5,1994,88530.0,,,True
641,41,No,non-travel,556.26,,14,2,life sciences,1,642,4,F,,3,2,sales executive,1,married,4492.84,11681.39,1,No,15,3.0,3,part time,1,5.0,2,3.0,5,,1,2,4492.84,1983,53914.11,,,False
642,44,No,non-travel,503.08,,27,3,,1,643,4,M,,4,1,laboratory technician,2,divorced,,10564.67,5,,12,3.0,3,full time,1,,0,,6,,0,2,,1980,48760.0,,,True
643,31,No,non-travel,220.9,,7,3,,1,644,2,M,,2,1,research scientist,2,,,4638.83,1,No,12,3.0,2,part time,1,6.0,3,2.0,6,,1,1,,1993,21410.0,,,True
644,39,No,non-travel,800.22,research & development,2,2,,1,645,4,F,,2,3,manufacturing director,3,,6463.33,16804.67,3,,19,3.0,4,full time,1,10.0,6,4.0,5,,0,2,6463.33,1985,,manufacturing director  -  research & development,,True
645,38,No,travel_rarely,406.1,research & development,10,3,,1,646,2,F,50.761904761904766,3,1,research scientist,2,married,,8528.0,1,,11,3.0,1,full time,1,8.0,2,1.0,8,,7,7,,1986,39360.0,research scientist  -  research & development,,False
646,40,No,travel_rarely,556.26,,12,3,medical,1,647,4,M,,3,2,manufacturing director,2,,4492.84,11681.39,4,No,21,4.0,3,part time,0,,3,3.0,5,,1,0,4492.84,1984,53914.11,,,True
647,37,No,travel_rarely,705.92,research & development,11,2,life sciences,1,648,1,M,88.24007936507937,4,2,healthcare representative,1,divorced,,14824.33,6,No,20,4.0,1,full time,1,13.0,3,3.0,5,,0,4,,1987,68420.0,healthcare representative  -  research & development,,False
648,24,Yes,travel_rarely,411.56,,8,1,medical,1,649,4,M,,2,1,laboratory technician,3,single,3324.17,8642.83,1,,11,,1,full time,0,5.0,2,3.0,5,,1,2,3324.17,2000,39890.0,,,True
649,36,No,non-travel,508.65,,2,4,,1,650,1,M,,2,1,research scientist,4,,,10681.67,0,Yes,14,3.0,3,full time,0,6.0,2,4.0,5,,1,4,,1988,49300.0,,,False
650,32,No,travel_frequently,556.26,,24,1,technical degree,1,651,4,F,,3,2,manufacturing director,4,single,,11681.39,2,,20,4.0,4,part time,0,9.0,3,2.0,5,,1,4,,1992,53914.11,,,True
651,39,No,travel_rarely,381.95,research & development,6,2,other,1,652,4,F,,2,1,laboratory technician,3,married,3085.0,8021.0,1,No,11,3.0,2,full time,1,5.0,3,3.0,5,,0,4,3085.0,1985,,laboratory technician  -  research & development,,True
652,36,No,non-travel,279.09,,23,4,medical,1,653,2,M,,1,1,laboratory technician,3,married,2254.17,5860.83,0,,16,,2,part time,1,6.0,2,4.0,5,,0,3,2254.17,1988,27050.0,,,False
653,41,No,non-travel,458.92,,12,3,,1,654,2,F,57.36507936507937,3,2,healthcare representative,1,,3706.67,9637.33,2,,12,3.0,2,part time,1,15.0,3,3.0,7,,7,7,3706.67,1983,44480.0,,,True
654,28,No,travel_frequently,245.45,research & development,48,2,,1,655,4,F,,3,1,laboratory technician,4,single,,5154.5,0,Yes,14,3.0,3,part time,0,6.0,3,2.0,5,,0,2,,1996,23790.0,laboratory technician  -  research & development,,True
655,42,No,non-travel,556.26,,8,3,,1,656,3,F,,3,2,sales executive,2,,4492.84,11681.39,5,No,21,4.0,3,full time,1,14.0,3,3.0,5,,1,4,4492.84,1982,,,,True
656,34,No,travel_rarely,566.12,,15,4,marketing,1,657,2,M,,3,2,sales executive,3,single,,11888.5,1,No,14,3.0,2,full time,0,,2,2.0,10,,0,9,,1990,54870.0,,,True
657,50,No,non-travel,1973.98,,2,1,life sciences,1,658,2,M,,3,5,research director,4,married,15943.72,41453.67,3,No,15,3.0,4,full time,0,28.0,3,3.0,5,,4,3,15943.72,1974,,,,True
658,37,No,non-travel,289.92,,9,4,,1,659,1,M,,4,1,laboratory technician,2,,,6088.33,1,No,22,4.0,2,part time,0,5.0,3,3.0,5,,0,2,,1987,28100.0,,,True
659,42,No,non-travel,922.17,,3,3,life sciences,1,660,3,M,115.2718253968254,2,2,sales executive,2,divorced,7448.33,19365.67,2,,11,3.0,3,full time,1,14.0,5,3.0,5,,0,4,7448.33,1982,89380.0,,,False
660,30,No,non-travel,290.04,,41,4,medical,1,661,4,F,,2,1,research scientist,1,single,2342.59,6090.75,1,No,14,3.0,2,part time,0,5.0,3,1.0,5,,0,4,2342.59,1994,28111.13,,,True
661,32,No,non-travel,1025.14,,5,3,medical,1,662,2,M,,3,2,manufacturing director,1,,8280.0,21528.0,0,No,19,3.0,2,full time,0,10.0,2,3.0,9,,1,7,8280.0,1992,99360.0,,,True
662,37,Yes,travel_rarely,290.04,,9,4,life sciences,1,663,3,M,,2,1,sales representative,1,single,2342.59,6090.75,7,No,23,4.0,2,part time,0,,4,,5,,0,3,2342.59,1987,28111.13,,,False
663,44,No,travel_rarely,290.04,,2,2,medical,1,664,4,F,36.25443871706758,4,1,research scientist,3,,,6090.75,1,No,12,3.0,4,part time,2,6.0,3,2.0,5,,1,4,,1980,28111.13,,,True
664,34,No,travel_frequently,556.26,,18,3,life sciences,1,665,1,F,,4,2,sales executive,1,marreid,4492.84,11681.39,2,No,19,,1,part time,2,,3,3.0,5,,1,3,4492.84,1990,53914.11,,,True
665,45,No,non-travel,562.71,sales,1,5,marketing,1,666,2,F,,3,2,sales executive,1,,,11817.0,5,,21,4.0,3,full time,1,9.0,2,2.0,4,,1,3,,1979,54540.0,sales executive  -  sales,,False
666,39,No,non-travel,556.26,,29,5,life sciences,1,667,4,F,,3,2,laboratory technician,4,single,,11681.39,1,No,11,3.0,4,part time,0,10.0,2,3.0,10,,9,9,,1985,53914.11,,,True
667,51,No,non-travel,1933.49,,7,2,medical,1,668,2,F,,2,5,research director,3,divorced,15616.67,40603.33,5,,12,,4,full time,1,,2,2.0,27,,13,8,15616.67,1973,,,,True
668,60,No,travel_frequently,564.67,,1,1,,1,669,1,F,,2,2,sales executive,3,single,4560.83,11858.17,7,No,11,,4,full time,0,20.0,2,2.0,4,,1,3,4560.83,1964,54730.0,,,False
669,41,No,travel_frequently,1393.17,,1,4,life sciences,1,670,3,M,,2,4,healthcare representative,2,married,11252.5,29256.5,1,No,22,4.0,4,full time,1,22.0,3,2.0,22,,11,11,11252.5,1983,135030.0,,,False
670,55,No,travel_rarely,1397.91,,2,4,technical degree,1,671,1,F,,3,3,research director,3,,11290.83,29356.17,9,No,12,3.0,1,full time,1,16.0,5,1.0,4,,0,3,11290.83,1969,135490.0,,,False
671,51,No,non-travel,1874.89,,47,3,,1,672,1,F,,3,5,research director,2,,,39372.67,3,Yes,19,3.0,1,full time,0,28.0,1,2.0,8,,0,7,,1973,181720.0,,,True
672,55,No,non-travel,1582.77,,26,3,,1,673,4,F,,4,4,manager,4,single,,33238.2,2,,12,,3,full time,0,,3,3.0,5,,4,4,,1969,153407.07,,,True
673,25,No,non-travel,286.21,,18,1,life sciences,1,674,2,M,35.77579365079365,3,1,laboratory technician,3,married,2311.67,6010.33,0,No,12,3.0,3,part time,1,,2,3.0,5,,1,2,2311.67,1999,27740.0,,,True
674,38,No,travel_rarely,1032.49,,3,3,life sciences,1,675,3,M,,3,3,sales executive,4,,8339.32,21682.23,2,No,12,3.0,1,part time,0,,3,3.0,5,,1,3,8339.32,1986,100071.84,,,True
675,31,No,travel_rarely,290.04,,2,1,,1,676,2,M,36.25443871706758,2,1,laboratory technician,4,single,,6090.75,0,No,13,3.0,4,part time,0,6.0,3,3.0,5,,1,2,,1993,28111.13,,,False
676,35,No,travel_frequently,290.04,,10,4,,1,677,1,F,,3,1,sales representative,3,,2342.59,6090.75,6,No,18,3.0,4,part time,1,,3,3.0,4,,1,2,2342.59,1989,28111.13,,,True
677,58,No,travel_rarely,973.87,research & development,24,2,,1,678,3,M,,4,3,healthcare representative,4,divorced,7865.83,20451.17,3,,16,3.0,2,part time,1,12.0,2,1.0,5,,1,4,7865.83,1966,94390.0,healthcare representative  -  research & development,,True
678,39,No,travel_rarely,556.26,,1,4,life sciences,1,679,1,F,,2,2,sales executive,4,single,4492.84,11681.39,4,,22,,3,full time,0,12.0,2,4.0,8,,0,7,4492.84,1985,,,,True
