,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeecount,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,sameasmonthlyincome,datebirth,salary,roledepartament,remotework
557,48,Yes,non-travel,1334.7,sales,9,3,desconocido,1,558,3,True,166.8,1,4,sales executive,3,married,,28028.0,7,No,11,,3,full time,0,25.0,3,1.0,23,14,10,,1976,129360.0,sales executive  -  sales,True
558,42,Yes,non-travel,556.3,desconocido,1,2,desconocido,1,559,2,False,69.5,3,2,sales executive,4,desconocido,4492.84,11681.39,8,Yes,11,3.0,1,part time,0,8.0,0,1.0,6,0,5,4492.84,1982,53914.11,desconocido,True
559,36,No,travel_rarely,290.0,research & development,16,3,medical,1,560,1,True,36.3,4,1,laboratory technician,2,married,,6090.75,0,Desconocido,13,3.0,3,part time,1,6.0,5,3.0,5,0,3,,1988,28111.13,laboratory technician  -  research & development,True
560,30,No,travel_rarely,290.0,desconocido,2,3,life sciences,1,561,3,True,36.3,3,1,research scientist,2,married,2342.59,6090.75,0,No,23,4.0,4,part time,1,,3,3.0,5,0,4,2342.59,1994,28111.13,desconocido,False
561,33,No,travel_rarely,556.3,desconocido,1,3,life sciences,1,562,2,True,69.5,3,2,research scientist,2,desconocido,4492.84,11681.39,1,No,17,3.0,2,part time,2,10.0,3,3.0,10,0,9,4492.84,1991,53914.11,desconocido,False
562,36,No,travel_rarely,290.0,desconocido,1,3,medical,1,563,2,True,36.3,2,1,research scientist,3,single,2342.59,6090.75,1,No,18,3.0,1,part time,0,6.0,3,3.0,6,0,4,2342.59,1988,28111.13,desconocido,False
563,57,No,non-travel,1032.5,desconocido,13,3,desconocido,1,564,4,True,129.1,1,3,manufacturing director,4,desconocido,8339.32,21682.23,4,No,11,3.0,1,full time,0,37.0,3,2.0,6,0,2,8339.32,1967,,desconocido,False
564,29,No,non-travel,435.5,desconocido,4,3,medical,1,565,2,True,54.4,3,2,sales executive,3,desconocido,,9145.5,1,Desconocido,15,3.0,2,part time,0,5.0,3,4.0,5,0,4,,1995,42210.0,desconocido,True
565,26,Yes,travel_rarely,556.3,desconocido,5,3,desconocido,1,566,3,True,69.5,2,2,sales executive,3,single,4492.84,11681.39,1,Yes,11,3.0,4,full time,0,,1,3.0,6,0,3,4492.84,1998,,desconocido,True
566,57,Yes,non-travel,512.1,desconocido,14,4,life sciences,1,567,2,False,64.0,3,1,research scientist,2,desconocido,,10753.17,9,Desconocido,18,3.0,1,full time,3,7.0,2,3.0,5,4,3,,1967,49630.0,desconocido,True
567,27,No,non-travel,290.0,research & development,6,3,desconocido,1,568,3,False,36.3,2,1,research scientist,2,married,,6090.75,1,Desconocido,19,3.0,3,part time,0,5.0,3,2.0,5,4,3,,1997,28111.13,research scientist  -  research & development,False
568,33,Yes,non-travel,433.3,desconocido,9,3,medical,1,569,1,False,54.2,3,1,laboratory technician,1,desconocido,3500.0,9100.0,7,No,22,4.0,1,full time,0,,2,4.0,5,0,4,3500.0,1991,,desconocido,False
569,31,No,travel_rarely,290.0,desconocido,18,3,life sciences,1,570,1,False,36.3,3,1,research scientist,3,single,2342.59,6090.75,1,No,14,3.0,3,part time,0,,4,2.0,5,0,4,2342.59,1993,28111.13,desconocido,True
570,51,No,travel_rarely,1974.0,desconocido,11,3,desconocido,1,571,3,False,246.7,3,5,manager,2,desconocido,15943.72,41453.67,3,Desconocido,15,3.0,2,full time,0,,5,3.0,5,4,4,15943.72,1973,,desconocido,True
571,33,No,non-travel,290.0,desconocido,6,5,life sciences,1,572,3,True,36.3,3,1,research scientist,3,desconocido,2342.59,6090.75,3,No,20,4.0,1,part time,0,8.0,2,,5,1,4,2342.59,1991,28111.13,desconocido,False
572,46,No,travel_rarely,516.5,desconocido,4,2,desconocido,1,573,3,False,64.6,3,2,sales executive,1,desconocido,4171.67,10846.33,4,Desconocido,11,3.0,1,full time,1,9.0,3,4.0,5,0,3,4171.67,1978,,desconocido,True
573,44,No,non-travel,290.0,desconocido,7,3,desconocido,1,574,4,True,36.3,4,1,research scientist,4,divorced,2342.59,6090.75,4,No,14,3.0,4,part time,3,7.0,3,4.0,5,2,2,2342.59,1980,28111.13,desconocido,True
574,30,Yes,non-travel,788.2,desconocido,27,3,marketing,1,575,2,False,98.5,3,3,sales executive,4,married,,16551.17,1,Desconocido,22,4.0,4,part time,3,10.0,3,2.0,10,1,9,,1994,76390.0,desconocido,True
575,32,No,non-travel,556.3,research & development,1,4,medical,1,576,3,True,69.5,1,2,manufacturing director,3,desconocido,,11681.39,0,Desconocido,12,3.0,4,part time,1,6.0,2,3.0,5,1,4,,1992,53914.11,manufacturing director  -  research & development,True
576,34,Yes,non-travel,290.0,desconocido,14,3,desconocido,1,577,3,True,36.3,3,1,laboratory technician,4,married,2342.59,6090.75,5,Yes,13,3.0,3,full time,1,8.0,2,1.0,5,0,4,2342.59,1990,,desconocido,False
577,32,Yes,non-travel,290.0,desconocido,29,2,desconocido,1,578,3,True,36.3,2,1,laboratory technician,2,desconocido,2342.59,6090.75,0,No,11,3.0,2,part time,0,,2,4.0,5,1,4,2342.59,1992,28111.13,desconocido,True
578,38,No,non-travel,670.8,desconocido,6,4,desconocido,1,579,3,True,83.9,3,2,sales executive,4,desconocido,5418.33,14087.67,4,No,14,3.0,2,full time,1,,5,4.0,5,0,1,5418.33,1986,,desconocido,False
579,51,No,non-travel,1974.0,research & development,4,1,desconocido,1,580,1,True,246.7,3,5,research director,2,divorced,15943.72,41453.67,3,No,14,3.0,1,full time,2,28.0,4,2.0,10,1,6,15943.72,1973,,research director  -  research & development,False
580,43,No,travel_frequently,1395.4,desconocido,26,3,desconocido,1,581,3,False,174.4,3,4,sales executive,2,married,,29304.17,5,Desconocido,14,3.0,4,full time,1,,2,,20,4,8,,1981,135250.0,desconocido,True
581,28,No,non-travel,556.3,desconocido,2,3,desconocido,1,582,4,True,69.5,3,2,sales executive,3,desconocido,4492.84,11681.39,1,Yes,11,3.0,1,full time,0,5.0,3,3.0,5,0,4,4492.84,1996,,desconocido,False
582,28,No,non-travel,655.1,desconocido,1,1,marketing,1,583,3,True,81.9,3,2,sales executive,2,desconocido,5290.83,13756.17,0,Yes,13,3.0,4,full time,1,,0,,5,1,4,5290.83,1996,,desconocido,True
583,42,No,travel_rarely,556.3,desconocido,6,3,desconocido,1,584,4,True,69.5,2,2,manufacturing director,2,single,4492.84,11681.39,6,Yes,15,3.0,4,part time,0,,3,3.0,5,1,2,4492.84,1982,53914.11,desconocido,True
584,38,No,travel_rarely,290.0,desconocido,10,3,medical,1,585,3,False,36.3,3,1,laboratory technician,1,desconocido,2342.59,6090.75,6,No,20,4.0,2,part time,1,,3,3.0,5,0,3,2342.59,1986,28111.13,desconocido,True
585,41,Yes,non-travel,658.3,desconocido,22,2,desconocido,1,586,2,True,82.3,2,2,sales executive,3,desconocido,,13823.33,2,Yes,12,3.0,1,full time,2,8.0,6,3.0,6,1,0,,1983,63800.0,desconocido,False
586,56,No,non-travel,1582.8,desconocido,2,3,desconocido,1,587,3,False,197.8,3,4,manager,4,single,12783.92,33238.2,2,Yes,13,3.0,3,full time,0,,2,3.0,5,1,2,12783.92,1968,153407.07,desconocido,False
587,27,Yes,travel_frequently,320.0,desconocido,3,1,desconocido,1,588,3,True,40.0,3,1,research scientist,1,desconocido,,6721.0,0,Desconocido,22,4.0,3,full time,0,,2,3.0,6,0,4,,1997,31020.0,desconocido,False
588,41,No,travel_rarely,556.3,desconocido,2,2,marketing,1,589,4,False,69.5,3,2,sales executive,2,divorced,4492.84,11681.39,7,Desconocido,12,3.0,3,part time,2,,5,3.0,5,1,3,4492.84,1983,53914.11,desconocido,False
589,26,No,non-travel,556.3,sales,4,2,desconocido,1,590,2,False,69.5,2,2,sales executive,4,single,,11681.39,1,Yes,11,3.0,2,part time,0,5.0,3,3.0,5,1,3,,1998,53914.11,sales executive  -  sales,False
590,31,No,non-travel,556.3,desconocido,12,3,desconocido,1,591,2,False,69.5,3,2,sales executive,3,single,,11681.39,0,No,11,,2,part time,0,,6,3.0,5,4,4,,1993,53914.11,desconocido,True
591,53,No,travel_rarely,1032.5,desconocido,32,3,desconocido,1,592,4,True,129.1,2,3,manufacturing director,3,married,,21682.23,2,Desconocido,14,,3,part time,0,,4,3.0,5,0,4,,1971,100071.84,desconocido,True
592,43,No,travel_frequently,470.1,desconocido,12,2,desconocido,1,593,1,False,58.8,3,2,research scientist,3,desconocido,3796.67,9871.33,2,No,11,3.0,2,part time,1,19.0,3,3.0,5,0,2,3796.67,1981,45560.0,desconocido,True
593,31,No,travel_rarely,556.3,desconocido,2,3,life sciences,1,594,3,False,69.5,1,2,manufacturing director,4,desconocido,4492.84,11681.39,2,No,20,4.0,3,full time,0,11.0,2,3.0,5,0,2,4492.84,1993,,desconocido,False
594,36,No,travel_rarely,436.4,desconocido,22,3,life sciences,1,595,4,True,54.6,1,1,laboratory technician,3,single,3525.0,9165.0,0,No,15,3.0,3,full time,0,,2,3.0,5,4,3,3525.0,1988,42300.0,desconocido,True
595,32,No,travel_rarely,1032.5,desconocido,7,3,desconocido,1,596,3,True,129.1,2,3,manager,4,divorced,,21682.23,9,Desconocido,21,4.0,3,part time,1,10.0,3,2.0,5,0,1,,1992,100071.84,desconocido,True
596,36,No,travel_rarely,501.3,sales,1,3,desconocido,1,597,1,False,62.7,3,2,sales executive,3,single,,10527.83,1,Desconocido,16,3.0,4,part time,0,5.0,3,3.0,5,0,3,,1988,48590.0,sales executive  -  sales,False
597,26,No,non-travel,290.0,desconocido,13,1,desconocido,1,598,2,True,36.3,3,1,sales representative,3,desconocido,2342.59,6090.75,1,Desconocido,11,3.0,3,full time,0,7.0,1,3.0,7,0,6,2342.59,1998,28111.13,desconocido,True
598,33,No,travel_rarely,652.3,desconocido,9,4,desconocido,1,599,1,False,81.5,3,2,research scientist,4,married,,13697.67,1,Desconocido,12,3.0,4,full time,1,6.0,2,,6,0,5,,1991,63220.0,desconocido,True
599,48,Yes,non-travel,556.3,desconocido,27,2,life sciences,1,600,2,False,69.5,4,2,sales executive,3,desconocido,4492.84,11681.39,4,Yes,12,3.0,4,part time,0,8.0,2,3.0,5,1,3,4492.84,1976,53914.11,desconocido,False
600,31,No,travel_frequently,290.0,desconocido,5,4,life sciences,1,601,2,True,36.3,2,1,research scientist,4,divorced,,6090.75,9,No,12,3.0,2,part time,1,10.0,3,2.0,5,0,3,,1993,28111.13,desconocido,True
601,46,No,non-travel,1110.3,desconocido,9,3,marketing,1,602,4,True,138.8,3,3,sales executive,1,divorced,8967.5,23315.5,4,Yes,12,3.0,3,full time,1,18.0,2,3.0,5,0,2,8967.5,1978,107610.0,desconocido,False
602,37,No,travel_rarely,290.0,desconocido,8,3,life sciences,1,603,1,True,36.3,2,1,human resources,1,desconocido,2342.59,6090.75,0,Desconocido,21,4.0,3,full time,0,,3,3.0,5,0,3,2342.59,1987,,desconocido,False
603,32,No,non-travel,290.0,desconocido,11,4,desconocido,1,604,4,True,36.3,3,1,research scientist,4,desconocido,2342.59,6090.75,3,Desconocido,19,3.0,2,part time,1,,2,3.0,6,0,2,2342.59,1992,28111.13,desconocido,True
604,38,No,travel_frequently,306.7,desconocido,21,2,medical,1,605,3,False,38.3,3,1,sales representative,4,married,,6441.5,5,Desconocido,15,3.0,2,full time,1,,3,3.0,5,0,0,,1986,29730.0,desconocido,False
605,40,No,travel_rarely,536.9,desconocido,2,3,life sciences,1,606,4,False,67.1,2,2,human resources,4,desconocido,4336.67,11275.33,8,No,11,3.0,3,part time,2,13.0,2,3.0,5,0,4,4336.67,1984,52040.0,desconocido,False
606,43,No,non-travel,556.3,desconocido,14,2,desconocido,1,607,3,False,69.5,2,2,sales executive,3,desconocido,4492.84,11681.39,7,Desconocido,17,3.0,1,part time,0,,6,3.0,5,0,3,4492.84,1981,53914.11,desconocido,False
607,31,No,travel_rarely,1032.5,desconocido,8,2,desconocido,1,608,3,True,129.1,3,3,sales executive,3,desconocido,8339.32,21682.23,5,No,11,3.0,1,part time,1,,2,4.0,8,7,7,8339.32,1993,100071.84,desconocido,True
608,51,No,non-travel,1795.1,desconocido,1,2,medical,1,609,4,True,224.4,3,4,research director,4,divorced,14499.17,37697.83,9,No,22,,3,full time,1,32.0,1,2.0,5,1,3,14499.17,1973,173990.0,desconocido,False
609,60,No,travel_rarely,1032.5,sales,1,2,desconocido,1,610,2,True,129.1,3,3,manager,4,desconocido,8339.32,21682.23,3,Yes,14,3.0,3,full time,1,14.0,1,1.0,6,0,4,8339.32,1964,,manager  -  sales,True
610,55,No,non-travel,1032.5,desconocido,2,4,life sciences,1,611,3,False,129.1,2,3,sales executive,3,married,8339.32,21682.23,6,No,11,3.0,2,part time,1,13.0,4,3.0,9,7,0,8339.32,1969,100071.84,desconocido,True
611,57,No,non-travel,290.0,desconocido,9,3,medical,1,612,1,False,36.3,3,1,research scientist,3,married,,6090.75,2,No,19,3.0,2,part time,1,18.0,4,3.0,5,0,3,,1967,28111.13,desconocido,True
612,49,No,non-travel,1742.1,desconocido,1,4,desconocido,1,613,1,True,217.8,4,4,manager,4,single,,36584.17,2,No,22,,3,full time,0,,3,2.0,5,2,1,,1975,168850.0,desconocido,False
613,40,No,non-travel,556.3,research & development,9,3,life sciences,1,614,3,True,69.5,3,2,laboratory technician,2,single,4492.84,11681.39,9,No,15,3.0,3,part time,0,9.0,2,2.0,5,0,3,4492.84,1984,53914.11,laboratory technician  -  research & development,True
614,36,No,travel_rarely,446.0,desconocido,8,4,technical degree,1,615,3,True,55.8,3,1,human resources,3,desconocido,,9366.5,1,No,17,3.0,2,full time,0,6.0,2,1.0,5,1,4,,1988,43230.0,desconocido,False
615,43,No,travel_rarely,531.9,sales,4,4,marketing,1,616,2,True,66.5,3,2,sales executive,1,single,4295.83,11169.17,7,No,13,3.0,4,full time,0,,3,,6,1,5,4295.83,1981,51550.0,sales executive  -  sales,False
616,45,Yes,non-travel,302.9,desconocido,10,4,desconocido,1,617,3,True,37.9,3,1,research scientist,3,single,,6361.33,1,Yes,11,3.0,3,full time,0,6.0,4,3.0,6,0,2,,1979,29360.0,desconocido,True
617,30,No,travel_rarely,290.0,desconocido,15,1,desconocido,1,618,2,False,36.3,1,1,research scientist,4,married,,6090.75,0,Yes,18,,1,part time,1,6.0,2,2.0,5,1,3,,1994,28111.13,desconocido,True
618,34,No,non-travel,290.0,desconocido,2,3,human resources,1,619,2,True,36.3,3,1,human resources,3,desconocido,2342.59,6090.75,1,No,13,3.0,4,full time,1,5.0,2,3.0,5,1,4,2342.59,1990,,desconocido,True
619,55,No,travel_frequently,1032.5,desconocido,1,4,desconocido,1,620,4,False,129.1,3,3,manufacturing director,3,desconocido,8339.32,21682.23,7,No,17,3.0,1,part time,1,33.0,2,1.0,5,1,4,8339.32,1969,100071.84,desconocido,False
620,47,No,non-travel,1938.5,sales,4,2,desconocido,1,621,4,False,242.3,2,5,manager,2,married,15657.5,40709.5,2,Desconocido,14,3.0,3,full time,1,,2,3.0,11,0,8,15657.5,1977,187890.0,manager  -  sales,False
621,31,No,non-travel,556.3,desconocido,9,2,medical,1,622,3,False,69.5,3,2,manufacturing director,3,single,4492.84,11681.39,7,Yes,18,,3,part time,0,10.0,3,3.0,8,1,7,4492.84,1993,53914.11,desconocido,True
622,33,Yes,travel_rarely,503.8,desconocido,7,2,life sciences,1,623,4,True,63.0,3,2,laboratory technician,3,desconocido,4069.17,10579.83,1,Desconocido,18,3.0,1,part time,1,,3,3.0,10,1,1,4069.17,1991,48830.0,desconocido,True
623,41,Yes,non-travel,1032.5,desconocido,25,4,desconocido,1,624,4,True,129.1,2,3,sales executive,2,single,,21682.23,2,Yes,12,3.0,3,part time,0,9.0,2,3.0,5,1,0,,1983,100071.84,desconocido,False
624,35,No,non-travel,209.3,desconocido,26,1,desconocido,1,625,1,False,26.2,2,1,research scientist,3,divorced,,4396.17,1,No,20,4.0,3,part time,3,5.0,2,3.0,5,0,0,,1989,20290.0,desconocido,False
625,40,No,travel_rarely,556.3,sales,21,4,desconocido,1,626,1,True,69.5,2,2,sales executive,4,married,,11681.39,3,Desconocido,12,3.0,4,part time,2,8.0,2,4.0,5,1,4,,1984,53914.11,sales executive  -  sales,False
626,38,No,non-travel,309.1,desconocido,4,1,desconocido,1,627,3,True,38.6,3,1,research scientist,3,married,2496.67,6491.33,7,Yes,15,3.0,4,full time,0,8.0,2,3.0,6,1,3,2496.67,1986,29960.0,desconocido,False
627,34,No,non-travel,556.3,sales,41,1,life sciences,1,628,4,True,69.5,3,2,sales executive,4,marreid,4492.84,11681.39,6,Desconocido,13,3.0,1,part time,0,8.0,2,4.0,5,1,2,4492.84,1990,53914.11,sales executive  -  sales,True
628,40,No,non-travel,1032.5,research & development,25,2,desconocido,1,629,3,True,129.1,3,3,healthcare representative,3,desconocido,8339.32,21682.23,3,No,21,4.0,2,part time,1,13.0,2,3.0,6,0,5,8339.32,1984,100071.84,healthcare representative  -  research & development,True
629,53,No,travel_rarely,290.0,desconocido,8,4,other,1,630,3,False,36.3,3,1,laboratory technician,1,married,,6090.75,9,No,13,,3,part time,0,12.0,2,1.0,5,0,4,,1971,28111.13,desconocido,True
630,37,No,non-travel,957.3,desconocido,3,4,desconocido,1,631,1,False,119.7,3,2,sales executive,2,single,7731.67,20102.33,3,Yes,16,3.0,4,full time,0,15.0,3,3.0,5,0,1,7731.67,1987,92780.0,desconocido,True
631,37,No,non-travel,556.3,desconocido,47,4,life sciences,1,632,4,True,69.5,2,2,laboratory technician,4,single,4492.84,11681.39,1,Desconocido,16,3.0,3,part time,0,10.0,2,2.0,10,1,8,4492.84,1987,53914.11,desconocido,True
632,25,No,travel_rarely,429.4,desconocido,4,1,desconocido,1,633,4,False,53.7,3,2,sales executive,3,married,3468.33,9017.67,1,Yes,12,3.0,3,full time,2,,3,3.0,5,0,3,3468.33,1999,,desconocido,True
633,35,No,travel_rarely,290.0,desconocido,1,3,life sciences,1,634,4,False,36.3,2,1,laboratory technician,2,desconocido,,6090.75,5,No,17,3.0,1,part time,1,7.0,2,2.0,5,0,2,,1989,28111.13,desconocido,True
634,29,No,non-travel,556.3,sales,5,3,desconocido,1,635,4,True,69.5,3,2,sales executive,1,single,4492.84,11681.39,0,Desconocido,18,3.0,4,part time,0,,4,3.0,5,1,3,4492.84,1995,53914.11,sales executive  -  sales,True
635,34,No,travel_rarely,290.0,research & development,4,4,medical,1,636,1,False,36.3,2,1,laboratory technician,2,desconocido,2342.59,6090.75,8,No,11,3.0,4,part time,0,8.0,5,3.0,5,0,2,2342.59,1990,28111.13,laboratory technician  -  research & development,True
636,48,No,travel_rarely,556.3,desconocido,14,3,medical,1,637,3,False,69.5,3,2,sales executive,3,married,4492.84,11681.39,3,Desconocido,17,3.0,3,part time,1,,4,2.0,5,1,2,4492.84,1976,53914.11,desconocido,False
637,41,Yes,non-travel,290.0,desconocido,9,4,life sciences,1,638,4,True,36.3,3,1,laboratory technician,1,single,2342.59,6090.75,3,Desconocido,14,3.0,2,part time,0,15.0,3,1.0,5,1,0,2342.59,1983,28111.13,desconocido,False
638,46,No,travel_rarely,290.0,desconocido,49,3,technical degree,1,639,4,True,36.3,3,1,research scientist,4,marreid,2342.59,6090.75,4,No,20,4.0,4,part time,1,,3,3.0,5,0,3,2342.59,1978,28111.13,desconocido,True
639,41,No,travel_rarely,556.3,desconocido,9,2,desconocido,1,640,1,True,69.5,3,2,sales executive,1,desconocido,,11681.39,0,Desconocido,12,3.0,4,part time,0,,5,4.0,8,7,1,,1983,53914.11,desconocido,False
640,30,No,non-travel,913.4,desconocido,2,1,life sciences,1,641,1,True,114.2,3,2,healthcare representative,4,desconocido,7377.5,19181.5,1,Desconocido,19,3.0,4,full time,1,6.0,0,4.0,6,1,3,7377.5,1994,88530.0,desconocido,True
641,41,No,non-travel,556.3,desconocido,14,2,life sciences,1,642,4,False,69.5,3,2,sales executive,1,married,4492.84,11681.39,1,No,15,3.0,3,part time,1,5.0,2,3.0,5,1,2,4492.84,1983,53914.11,desconocido,False
642,44,No,non-travel,503.1,desconocido,27,3,desconocido,1,643,4,True,62.9,4,1,laboratory technician,2,divorced,,10564.67,5,Desconocido,12,3.0,3,full time,1,,0,,6,0,2,,1980,48760.0,desconocido,True
643,31,No,non-travel,220.9,desconocido,7,3,desconocido,1,644,2,True,27.6,2,1,research scientist,2,desconocido,,4638.83,1,No,12,3.0,2,part time,1,6.0,3,2.0,6,1,1,,1993,21410.0,desconocido,True
644,39,No,non-travel,800.2,research & development,2,2,desconocido,1,645,4,False,100.0,2,3,manufacturing director,3,desconocido,6463.33,16804.67,3,Desconocido,19,3.0,4,full time,1,10.0,6,4.0,5,0,2,6463.33,1985,,manufacturing director  -  research & development,True
645,38,No,travel_rarely,406.1,research & development,10,3,desconocido,1,646,2,False,50.8,3,1,research scientist,2,married,,8528.0,1,Desconocido,11,3.0,1,full time,1,8.0,2,1.0,8,7,7,,1986,39360.0,research scientist  -  research & development,False
646,40,No,travel_rarely,556.3,desconocido,12,3,medical,1,647,4,True,69.5,3,2,manufacturing director,2,desconocido,4492.84,11681.39,4,No,21,4.0,3,part time,0,,3,3.0,5,1,0,4492.84,1984,53914.11,desconocido,True
647,37,No,travel_rarely,705.9,research & development,11,2,life sciences,1,648,1,True,88.2,4,2,healthcare representative,1,divorced,,14824.33,6,No,20,4.0,1,full time,1,13.0,3,3.0,5,0,4,,1987,68420.0,healthcare representative  -  research & development,False
648,24,Yes,travel_rarely,411.6,desconocido,8,1,medical,1,649,4,True,51.4,2,1,laboratory technician,3,single,3324.17,8642.83,1,Desconocido,11,,1,full time,0,5.0,2,3.0,5,1,2,3324.17,2000,39890.0,desconocido,True
649,36,No,non-travel,508.7,desconocido,2,4,desconocido,1,650,1,True,63.6,2,1,research scientist,4,desconocido,,10681.67,0,Yes,14,3.0,3,full time,0,6.0,2,4.0,5,1,4,,1988,49300.0,desconocido,False
650,32,No,travel_frequently,556.3,desconocido,24,1,technical degree,1,651,4,False,69.5,3,2,manufacturing director,4,single,,11681.39,2,Desconocido,20,4.0,4,part time,0,9.0,3,2.0,5,1,4,,1992,53914.11,desconocido,True
651,39,No,travel_rarely,382.0,research & development,6,2,other,1,652,4,False,47.7,2,1,laboratory technician,3,married,3085.0,8021.0,1,No,11,3.0,2,full time,1,5.0,3,3.0,5,0,4,3085.0,1985,,laboratory technician  -  research & development,True
652,36,No,non-travel,279.1,desconocido,23,4,medical,1,653,2,True,34.9,1,1,laboratory technician,3,married,2254.17,5860.83,0,Desconocido,16,,2,part time,1,6.0,2,4.0,5,0,3,2254.17,1988,27050.0,desconocido,False
653,41,No,non-travel,458.9,desconocido,12,3,desconocido,1,654,2,False,57.4,3,2,healthcare representative,1,desconocido,3706.67,9637.33,2,Desconocido,12,3.0,2,part time,1,15.0,3,3.0,7,7,7,3706.67,1983,44480.0,desconocido,True
